f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,covid
-566.2187,128.77135,-38.20968,17.751753,6.298014,15.544926,1.1034231,5.0476947,-3.026928,-5.802986,-10.796677,-14.929145,-15.348993,-6.2677383,-6.4620275,1.8250717,-0.16486824,-0.5823678,-6.2442303,-1.8202834,-6.5159836,-3.2414358,-8.817181,-3.7800667,-5.153392,-4.4470744,-2.0923836,-4.8688183,-0.07232451,-5.50931,-2.89348,-4.317638,0.9363141,0.7895493,0.23383991,-0.34778503,1.6581645,-2.402721,-2.5435398,-3.2321124,1
-390.6114,50.154747,2.259555,-3.436413,-11.687824,-4.462635,-4.511532,-6.3332386,-17.951406,-3.306553,-7.9520926,-2.8946123,-6.1820974,-3.120992,-2.7203014,-0.40235853,-6.856852,-3.6881692,-2.5406635,-5.7756715,-5.344007,-0.94451416,-2.9116123,-2.5600443,-0.091675,-0.15599966,-1.2056179,-0.49854136,1.922542,-1.2106973,1.7326621,2.022564,0.5754204,-0.46049544,-0.046289023,-0.36306822,-0.34432992,-0.33476737,-0.6353413,0.30972335,1
-343.87085,77.408264,-28.43663,17.062222,-20.444723,3.950937,-18.344067,-9.998957,-12.716143,-9.292525,-5.220855,-7.379277,-0.57700115,-9.514357,-0.5856869,-6.798396,-3.8826637,-4.0715785,-0.73793155,-6.282026,-7.263307,-0.37900525,-7.3567896,-1.1325772,-4.4185176,-3.150676,-3.838882,-3.585693,-2.524309,-3.1318753,-0.7989028,-3.2870228,-1.6421547,-2.304181,-0.2800374,-2.1675186,-2.8847244,-1.9026407,-0.7479319,0.034428954,1
-394.77078,88.94455,-19.349718,7.1733,4.3618894,-9.844081,-27.484983,-20.896975,-5.444525,-6.3391795,-13.375959,-12.581608,-3.0972466,-5.44632,-7.1427217,-7.7474136,-4.3325596,-1.4990486,-3.6913266,-0.98802054,-2.1272602,-2.5630171,0.19113338,-1.4487714,-3.3925245,-3.5559888,-0.25465214,1.6373216,-0.5816431,-0.19750993,-1.661609,-0.9075733,-2.3825297,-5.405933,-1.3058661,-2.4122062,-3.5627534,-4.2024593,-3.562881,1.187078,1
-455.77435,30.633951,-15.858063,8.566571,-15.616035,4.935477,-16.873135,-1.5402445,-1.1244675,1.6839483,-5.1025605,-6.928809,2.4109557,-6.56127,-2.5443702,-6.3349648,-2.0949774,-2.3799632,1.8852946,0.5522354,-0.70142907,4.8891354,-0.19547032,-0.6871079,-2.2431278,0.14302962,-1.8431226,0.27948126,-0.06296127,-1.9318762,-1.8944536,-1.2314184,-0.059226442,-2.279895,-0.472598,-1.9905696,-1.0077766,-0.27877742,-0.22726758,-0.29329196,1
-542.68945,33.393936,-16.780579,6.939766,-9.984199,2.3849711,-11.908877,-2.4127722,-1.4071231,1.0903159,-4.4208546,-4.1423125,2.1890228,-4.9369836,-2.3752437,-3.5679703,-1.5124832,-3.612643,-0.9493459,-3.3860261,-2.2863097,1.8632808,-3.0820725,1.2126317,0.14810407,-0.50557256,-2.4173393,-0.4757503,-1.2942394,-1.3457249,-0.8415571,-2.2836006,-0.68635255,-3.461363,-1.7435586,-1.1463367,-1.0066688,-0.11269111,-0.6851629,-0.17486003,1
-368.7571,69.91239,-39.191906,12.345551,-10.093479,23.014326,-30.017586,-5.881353,-10.643592,-14.8166485,-4.7862105,-7.5333366,-0.6420474,-13.397006,-4.0857563,-6.0348616,2.0984747,-7.415015,-1.1915436,3.4116707,-6.109066,-5.614263,-3.864684,4.0078874,-4.0965905,0.5718932,-1.3746221,0.7993279,1.3165708,-1.1983118,3.0520475,-2.1643717,0.6991961,-0.65076965,0.32989702,1.5556128,-2.8594134,-1.3198625,0.9017514,-1.4860331,1
-468.19742,58.94176,-5.5539703,18.179438,-5.081896,8.074799,-12.946982,-6.130328,-8.495314,-9.831218,-3.9465296,-14.321003,-6.2540455,-5.423609,-2.8762863,-4.9914894,-4.9729476,-1.6585813,-1.0924593,1.3847857,-1.5290848,-3.0965943,-5.0938616,-1.5806186,-2.676086,-3.0919447,0.42899543,-0.28366473,-0.9877628,-2.3754034,-2.3682017,-2.4234009,-3.4506054,-0.6557643,0.060318317,-2.9080563,-1.2895141,0.2571976,-0.38908893,-0.089335814,1
-354.08664,57.67254,-28.853638,27.059504,-9.113543,-8.831574,-26.012705,-8.132631,-16.453205,-3.379757,-11.229823,-11.118688,8.031381,1.217769,4.0742126,-7.767784,3.0869086,-7.346398,-1.588412,-2.3828404,-8.921127,2.104847,-6.562937,-2.892355,-6.8693976,-3.1895294,-1.5581812,-1.6886169,-1.5403913,-2.1530485,-1.9605126,-3.7544465,-0.10786721,-3.9243112,-2.3488681,-2.947199,-0.19044185,-0.58223057,-0.97328526,1.5421761,1
-281.07416,98.86847,-27.365625,1.3035318,-25.002405,3.193914,-32.04897,-19.928268,-16.766855,-13.75499,-1.586983,-9.923079,-7.828043,-18.850584,-10.315134,-7.540217,-8.091273,-9.285108,-7.751432,-7.2491455,-5.4342155,-2.1375892,-1.2439812,-0.9912978,-3.0647264,2.5715473,-0.7174516,-0.075029485,1.5584645,1.4163284,-0.13279158,-0.7399621,1.2245312,-0.665073,0.02924129,-0.92871124,2.0507267,0.41941556,-1.369195,0.5326774,1
